Gene_ID	Gene_Name	Rank	PageRank_Score	Gene_Expression_Variance
ENSG00000159692	CTBP1	129	0.00048742655073300006	0.0044747387639180606
ENSG00000109670	FBXW7	130	0.00048496886486000003	0.0005948996062255433
ENSG00000127955	GNAI1	131	0.000482802397626	0.001393414676854682
ENSG00000196363	WDR5	132	0.000476399483534	0.000900653734888214
ENSG00000114353	GNAI2	133	0.000473823673146	0.24985414448547053
ENSG00000175166	PSMD2	134	0.000473163160451	0.01793955508166245
ENSG00000076242	MLH1	135	0.000472826113309	0.0011726015674306208
ENSG00000101361	NOP56	136	0.00047281817184	0.005848169978426966
ENSG00000068024	HDAC4	137	0.00046785806238699995	0.0006989258082542514
ENSG00000166508	MCM7	138	0.00046676817422500004	0.06264044518974929
ENSG00000050405	LIMA1	139	0.0004643767671680001	0.0007079194523509277
ENSG00000162735	PEX19	140	0.00046337031604600003	0.0007748500097591937
ENSG00000072201	LNX1	141	0.000461136535075	0.0008972844884664198
ENSG00000132170	PPARG	142	0.00046107045558800005	0.0012355622049649627
ENSG00000162521	RBBP4	143	0.000459781231622	0.016497289345444553
ENSG00000100644	HIF1A	144	0.000459452179975	0.02920717805496364
ENSG00000186153	WWOX	145	0.000457676843397	0.0005378413383174068
ENSG00000141027	NCOR1	146	0.00045708102659699996	0.004765947447477918
ENSG00000118260	CREB1	147	0.00045474709716199994	0.003944825252761
ENSG00000111704	NANOG	148	0.00045139687103900006	0.0009084362048276034
ENSG00000101558	VAPA	149	0.00045077031090300004	0.011085388553091465
ENSG00000167085	PHB	150	0.00044795951457000005	0.0004448305627001835
ENSG00000164754	RAD21	151	0.000443113212566	0.1768298579519783
ENSG00000198121	LPAR1	152	0.000439421721241	0.0005800602771572585
ENSG00000087077	TRIP6	153	0.00043859220490499994	0.0010503430047844543
ENSG00000162692	VCAM1	154	0.00043730093716000005	0.000981198421964251
ENSG00000120756	PLS1	155	0.000436469306681	0.0008784084680578294
ENSG00000189091	SF3B3	156	0.00043425027935099997	0.021012349818436412
ENSG00000112559	MDFI	157	0.0004326421340869999	0.0009158675880211711
ENSG00000113558	SKP1	158	0.00043228127610199995	0.002742851250298216
ENSG00000072110	ACTN1	159	0.00042808578280199996	0.30562833505793857
ENSG00000065135	GNAI3	160	0.00042757045190699994	0.006628432375953918
ENSG00000139197	PEX5	161	0.00042739586595000003	0.0005243909801964533
ENSG00000116560	SFPQ	162	0.0004259638753080001	0.921454784036126
ENSG00000167978	SRRM2	163	0.000423275917026	0.09108987184948428
ENSG00000183735	TBK1	164	0.000422640074868	0.0003797890142249904
ENSG00000112282	MED23	165	0.0004210713696630001	0.0006124679642231344
ENSG00000167862	ICT1	166	0.000419306380624	0.00020122447133276195
ENSG00000204209	DAXX	167	0.000418380820801	0.0024124394714708187
ENSG00000197879	MYO1C	168	0.00041509694541600004	0.0002294842768360269
ENSG00000132341	RAN	169	0.00041404594784400005	0.07287446838034847
ENSG00000132155	RAF1	170	0.00041352659861400006	0.0038654915123430334
ENSG00000101004	NINL	171	0.00041148109308499994	0.0004532912727638722
ENSG00000245848	CEBPA	172	0.00041069134619299997	0.00993675004373228
ENSG00000067560	RHOA	173	0.00040986790313999997	0.07267614166123584
ENSG00000071051	NCK2	174	0.00040945812964800004	0.002338140087773348
ENSG00000096968	JAK2	175	0.000408022026539	0.017197505854731468
ENSG00000280987	MATR3	176	0.0004079799307780001	0.0009192074300054929
ENSG00000015479	MATR3	177	0.0004079799307780001	0.00039712490492909943
ENSG00000133226	SRRM1	178	0.000407393212747	0.006305558097247214
ENSG00000011426	ANLN	179	0.000405633206508	0.06053911142298801
ENSG00000072501	SMC1A	180	0.00040486367067400005	0.008168309589010537
ENSG00000163785	RYK	181	0.00040458206645699996	0.002493297967912988
ENSG00000075785	RAB7A	182	0.00040168388492800003	0.012094466997982427
ENSG00000172216	CEBPB	183	0.00040156322380699997	0.008695826447321467
ENSG00000115524	SF3B1	184	0.000401320358806	0.21964354169783284
ENSG00000135446	CDK4	185	0.00040060259216900004	0.00038653673702963734
ENSG00000107816	LZTS2	186	0.00040049597227	0.0013705836193627049
ENSG00000115966	ATF2	187	0.00039861804226799997	0.0005290694132045916
ENSG00000171105	INSR	188	0.000396968257652	0.004449838296272848
ENSG00000131759	RARA	189	0.00039637875850999995	0.0005517780963307167
ENSG00000177889	UBE2N	190	0.000394140277799	0.0009987945197433797
ENSG00000102054	RBBP7	191	0.000393524627261	0.002492600392195431
ENSG00000135473	PAN2	192	0.00039257363612300004	0.0003520578434130816
ENSG00000186919	ZACN	193	0.00039030814681099995	0.0008288676882805974
ENSG00000100201	DDX17	194	0.000388783586065	0.9995846994907961
ENSG00000078747	ITCH	195	0.00038868145344699993	0.0010364933879064501
ENSG00000104897	SF3A2	196	0.00038839137911800004	0.001061697441748745
ENSG00000108094	CUL2	197	0.00038541542826099997	0.00020194949065951057
ENSG00000215301	DDX3X	198	0.000382993358589	0.048397747608377235
ENSG00000137337	MDC1	199	0.000382872409109	0.0004160619984749065
ENSG00000134057	CCNB1	200	0.0003814168620330001	0.01755526068223046
ENSG00000166333	ILK	201	0.000381370899151	0.0008836385079532329
ENSG00000213585	VDAC1	202	0.000381288099237	0.018951774775115678
ENSG00000171791	BCL2	203	0.00038072663864099996	0.00838887810630414
ENSG00000132535	DLG4	204	0.0003800855748430001	0.0003485280902268262
ENSG00000163902	RPN1	205	0.000379449554572	0.47437588766137156
ENSG00000198900	TOP1	206	0.00037798280911400004	0.013335223047825789
ENSG00000109606	DHX15	207	0.000374865235442	0.11071723463729545
ENSG00000158290	CUL4B	208	0.000374736149056	0.0024764154791882633
ENSG00000125952	MAX	209	0.000374623627436	0.000564962318803813
ENSG00000136450	SRSF1	210	0.00037446554128300007	0.026806511446531213
ENSG00000156052	GNAQ	211	0.000373295591255	0.009974353940658926
ENSG00000169564	PCBP1	212	0.0003724434197340001	0.003277802717163755
ENSG00000131051	RBM39	213	0.00037219488828900004	0.7184666213231378
ENSG00000085832	EPS15	214	0.00036918534539099994	0.030266255415356002
ENSG00000084676	NCOA1	215	0.000369053853009	0.0002443292536769553
ENSG00000170004	CHD3	216	0.00036890360755199994	0.0025857448183386153
ENSG00000094916	CBX5	217	0.00036631024805699997	0.11144396404154491
ENSG00000132938	MTUS2	218	0.000365483242066	0.0009048417884156059
ENSG00000101966	XIAP	219	0.000365299363562	0.0014917450415991135
ENSG00000108774	RAB5C	220	0.000363544464685	0.0007312280403292437
ENSG00000143321	HDGF	221	0.00036155473064499995	0.8812187540685436
ENSG00000196961	AP2A1	222	0.00036142581223	0.019527469669708152
ENSG00000108055	SMC3	223	0.00036101605000099995	0.008451743524325213
ENSG00000117450	PRDX1	224	0.000360994896919	0.022916558517293916
ENSG00000113916	BCL6	225	0.000360794666504	0.010067415612514882
ENSG00000181392	SYNE4	226	0.00035951392494	0.0009038220935630942
ENSG00000114062	UBE3A	227	0.000358841656255	0.014998508233480952
ENSG00000090273	NUDC	228	0.00035853093532699996	0.0247045367062946
ENSG00000278259	MYO19	229	0.0003582771798469999	0.002693362875509065
ENSG00000033800	PIAS1	230	0.000356198033447	0.0036678488692349475
ENSG00000157110	RBPMS	231	0.000354962773179	0.0005218091533515999
ENSG00000095002	MSH2	232	0.00035489615313	0.0011853009461381754
ENSG00000079950	STX7	233	0.0003545837187159999	0.002679065422369563
ENSG00000115641	FHL2	234	0.00035219095088	0.0007705025152228985
ENSG00000004975	DVL2	235	0.00035214233275599995	0.0003069824463245352
ENSG00000132964	CDK8	236	0.00035209898937	0.00045511365042406594
ENSG00000100297	MCM5	237	0.000351998383761	0.013675058233524457
ENSG00000124151	NCOA3	238	0.00035192438058	0.005180075202813089
ENSG00000172534	HCFC1	239	0.00034913991263099995	0.0048233435243370286
ENSG00000105329	TGFB1	240	0.00034811732009699996	0.004620693457372346
ENSG00000051180	RAD51	241	0.00034749882685800005	0.0005156325358469776
ENSG00000186350	RXRA	242	0.000347375710777	0.022193004213253292
ENSG00000178999	AURKB	243	0.00034612075767199996	0.00029862691287075807
ENSG00000196498	NCOR2	244	0.00034588829950400003	0.004493648356559405
ENSG00000143761	ARF1	245	0.0003438337427169999	0.08530762068312965
ENSG00000145715	RASA1	246	0.00034121437036000005	0.01565545278977961
ENSG00000131467	PSME3	247	0.000340600276423	0.0009615543679298007
ENSG00000100591	AHSA1	248	0.000340102510805	0.07937643291041825
ENSG00000110330	BIRC2	249	0.00033890960240400003	0.0024258527045808334
ENSG00000171992	SYNPO	250	0.00033840999968700003	0.0007633272545484849
ENSG00000147274	RBMX	251	0.00033837036600499996	0.07440513108219302
ENSG00000112118	MCM3	252	0.000338365458259	0.22974797672370825
ENSG00000099942	CRKL	253	0.000336622006018	0.005742879817575032
ENSG00000129559	NEDD8	254	0.00033571749032	0.0003578582381579514
ENSG00000065361	ERBB3	255	0.00033517196556499996	0.0009323106315634562
ENSG00000099995	SF3A1	256	0.00033483073860799995	0.004279587670659305
ENSG00000157404	KIT	257	0.000332566764234	0.0015019013527857999
ENSG00000114346	ECT2	258	0.00033247819383999997	0.0017317385992782171
ENSG00000116750	UCHL5	259	0.00033180541282999996	0.005408095971782147
ENSG00000114107	CEP70	260	0.00033163061622299995	0.0006005079372282205
ENSG00000088888	MAVS	261	0.00033162869322799995	0.0005895904327867143
ENSG00000162946	DISC1	262	0.000331598277131	0.007848507663745997
ENSG00000169047	IRS1	263	0.00033078608131400004	0.001127880622576708
ENSG00000124486	USP9X	264	0.00033065558959400004	0.027001061386129056
ENSG00000152894	PTPRK	265	0.00032964517921799997	0.02613322598393133
ENSG00000150457	LATS2	266	0.000327864688114	0.001901699737511591
ENSG00000141570	CBX8	267	0.00032786082999699997	0.0005510047203531012
ENSG00000162434	JAK1	268	0.000327349827765	0.00453470630019142
ENSG00000102125	TAZ	269	0.00032710246790200004	0.00017676667257990556
ENSG00000101665	SMAD7	270	0.000326334110712	0.004262922331634984
ENSG00000215021	PHB2	271	0.000326262760662	0.0006704343302010803
ENSG00000196781	TLE1	272	0.000325856463832	0.0007094894517493145
ENSG00000087365	SF3B2	273	0.000325604078762	0.02645746286466418
ENSG00000006125	AP2B1	274	0.00032503480991400005	0.0023021162711394485
ENSG00000138160	KIF11	275	0.00032401259610900004	0.002688671384122855
ENSG00000198793	MTOR	276	0.000323914047081	0.006079114127280703
ENSG00000151849	CENPJ	277	0.000323639126078	0.0012969507199002452
ENSG00000056558	TRAF1	278	0.000320793925918	0.271821049334541
ENSG00000149269	PAK1	279	0.000319599987476	0.0069037291849890344
ENSG00000118137	APOA1	280	0.000319374911982	0.0009193451742336823
ENSG00000180370	PAK2	281	0.000318002800976	0.02057163201610934
ENSG00000196470	SIAH1	282	0.00031789119188099996	0.0005550230898616899
ENSG00000077782	FGFR1	283	0.00031726464982700003	0.02008992819099308
ENSG00000183386	FHL3	284	0.000317262656886	0.0007762508617302319
ENSG00000147140	NONO	285	0.000316009444429	0.2599813381766099
ENSG00000116016	EPAS1	286	0.000315543611176	0.0007442740947001138
ENSG00000077522	ACTN2	287	0.00031526624628600003	0.0009614578088620473
ENSG00000137693	YAP1	288	0.000315230684425	0.000865235512218852
ENSG00000145604	SKP2	289	0.00031521178768299996	0.003293244178566562
ENSG00000080839	RBL1	290	0.000313907842184	0.003623179744187128
ENSG00000138069	RAB1A	291	0.00031263719000800005	0.0029253792727554654
ENSG00000114113	RBP2	292	0.000312131633694	0.0009058373056717968
ENSG00000161547	SRSF2	293	0.000310389079775	0.006002387487482985
ENSG00000126215	XRCC3	294	0.000309922596434	0.0003488702650419955
ENSG00000144867	SRPRB	295	0.00030973616639	0.0006610578871266065
ENSG00000165637	VDAC2	296	0.000309453353946	0.006784927335529499
ENSG00000112081	SRSF3	297	0.00030811410340200003	0.2818920218631657
ENSG00000145386	CCNA2	298	0.000308025986037	0.00585827115904681
ENSG00000130402	ACTN4	299	0.000307606622633	0.0745384515733922
ENSG00000176903	PNMA1	300	0.000306738890318	0.0004461264793652784
ENSG00000120693	SMAD9	301	0.000305777079113	0.0008458249677695709
ENSG00000100387	RBX1	302	0.000303623368566	0.0008198532165079525
ENSG00000131323	TRAF3	303	0.000303483889657	0.007959764670950364
ENSG00000184216	IRAK1	304	0.000303379493223	0.01843605554941009
ENSG00000165732	DDX21	305	0.00030268554644099995	0.006686282443547288
ENSG00000117399	CDC20	306	0.000302683795922	0.049108106040086516
ENSG00000143549	TPM3	307	0.00030201068709099994	6.42510881823535
ENSG00000162191	UBXN1	308	0.000301884991796	0.017940775619477975
ENSG00000163960	UBXN7	309	0.00030161781622299995	0.0016083356194638925
ENSG00000119408	NEK6	310	0.000300538237335	0.058976329870234004
ENSG00000103496	STX4	311	0.00030014224715099996	0.0016019251303893839
ENSG00000148175	STOM	312	0.000300043535181	0.0009116793541582795
ENSG00000162231	NXF1	313	0.00029985234842799997	0.020434341297309505
ENSG00000273841	TAF9	314	0.000299610683136	0.0004740605110953706
ENSG00000085231	TAF9	315	0.000299610683136	0.00045109146349855375
ENSG00000175054	ATR	316	0.00029936555588399997	0.005225616920316027
ENSG00000108773	KAT2A	317	0.00029876138223900004	0.0004302180191284908
ENSG00000110092	CCND1	318	0.000298149771029	0.018865909958012753
ENSG00000105810	CDK6	319	0.000297648695926	0.273593434509649
ENSG00000147133	TAF1	320	0.00029747114253099997	0.00450819590604377
ENSG00000158485	CD1B	321	0.00029679499114399995	0.0008886166758557542
ENSG00000136937	NCBP1	322	0.00029670191300200003	0.005838055244076864
ENSG00000167770	OTUB1	323	0.00029649223333999997	0.0002726776281951439
ENSG00000124164	VAPB	324	0.000295816060996	0.0005308531448196916
ENSG00000178568	ERBB4	325	0.00029518750902	0.0012888040639017617
ENSG00000182923	CEP63	326	0.00029420618570399996	0.0003420844364799804
ENSG00000111642	CHD4	327	0.000293505458408	0.028134486857702656
ENSG00000115875	SRSF7	328	0.000293043720433	0.005042400933468561
ENSG00000159352	PSMD4	329	0.000292681354569	0.0059711434231221475
ENSG00000125686	MED1	330	0.000292082232774	0.0023070254102227562
ENSG00000100211	CBY1	331	0.000291662724378	0.0007622794053958961
ENSG00000075218	GTSE1	332	0.00029157208233	0.0005397993529376949
ENSG00000105229	PIAS4	333	0.000291562239465	0.00015912021519796647
ENSG00000111641	NOP2	334	0.00029155942687700005	0.000549641621973706
ENSG00000004897	CDC27	335	0.000291333591638	0.011679674693964194
ENSG00000090447	TFAP4	336	0.000290816369964	0.0004918136369394255
ENSG00000143368	SF3B4	337	0.00029057528528400004	0.0023527494072293383
ENSG00000137309	HMGA1	338	0.000289946158254	0.04318923194131214
ENSG00000105976	MET	339	0.000289874206334	0.003676645061285893
ENSG00000149480	MTA2	340	0.000289660727902	0.014755131072621774
ENSG00000075711	DLG1	341	0.000289557068769	0.00835626440372022
ENSG00000117758	STX12	342	0.00028836828750999997	0.00504280051775178
ENSG00000168439	STIP1	343	0.000288327569441	0.18630409950474902
ENSG00000197299	BLM	344	0.00028634918611799995	0.0031394166148934503
ENSG00000123358	NR4A1	345	0.00028618504790700003	0.002399952916449723
ENSG00000136754	ABI1	346	0.000286146080715	0.0018114450627450124
ENSG00000204371	EHMT2	347	0.00028564251502799997	0.0020501129200167687
ENSG00000126456	IRF3	348	0.00028476912440099996	0.0002536373958886325
ENSG00000136603	SKIL	349	0.000284506674264	0.09660821081276057
ENSG00000118515	SGK1	350	0.000283985219667	0.14056056339341816
ENSG00000196367	TRRAP	351	0.000283953881249	0.007439277950030097
ENSG00000185104	FAF1	352	0.000283828227321	0.010037299737253941
ENSG00000163931	TKT	353	0.00028367846290099996	0.043425742878958534
ENSG00000119397	CNTRL	354	0.000283545776807	0.01873680120176998
ENSG00000102178	UBL4A	355	0.00028220830357399997	0.00030991823668535037
ENSG00000203737	GPR52	356	0.000281809450684	0.0007724724241181792
ENSG00000173226	IQCB1	357	0.000281617497755	0.0005431869918090436
ENSG00000122565	CBX3	358	0.00028096448920800004	0.02993069540999698
ENSG00000136068	FLNB	359	0.000280949464538	0.01583021239739337
ENSG00000134371	CDC73	360	0.000280691941149	0.0037313141390795993
ENSG00000169679	BUB1	361	0.00028065972447400005	0.008386620834430945
ENSG00000105085	MED26	362	0.000279939729501	0.0009030811145472796
ENSG00000077549	CAPZB	363	0.00027979785607200005	0.012844139045286715
ENSG00000151466	SCLT1	364	0.00027910148057899996	0.0034311153648766833
ENSG00000137076	TLN1	365	0.000279094962485	2.2902554613931865
ENSG00000107581	EIF3A	366	0.000278648083902	0.1369896094582108
ENSG00000149136	SSRP1	367	0.00027844676621800003	0.006696873145803367
ENSG00000165527	ARF6	368	0.00027833821633	0.0041358808786082
ENSG00000116574	RHOU	369	0.00027770933374	0.07027600139638271
ENSG00000141568	FOXK2	370	0.000277515459496	0.0007348989045079701
ENSG00000100650	SRSF5	371	0.000276881616503	0.005253007828151441
ENSG00000144566	RAB5A	372	0.000276629960231	0.0015721069296158986
ENSG00000119335	SET	373	0.000276538099033	0.04267270481993194
ENSG00000080345	RIF1	374	0.00027611297927	0.06544430178183287
ENSG00000101624	CEP76	375	0.00027582265406700005	0.0005546309959486396
ENSG00000137312	FLOT1	376	0.000274721980767	0.0004639542034148215
ENSG00000115085	ZAP70	377	0.00027470609872400005	0.0009086244785703463
ENSG00000136986	DERL1	378	0.000274581687172	0.0046196965618185174
ENSG00000161956	SENP3	379	0.00027421340523700003	0.0005086886627147917
ENSG00000129245	FXR2	380	0.00027394031469599997	0.0003760118653488408
ENSG00000156970	BUB1B	381	0.000273438530139	0.005800201969953805
ENSG00000101336	HCK	382	0.000273195280887	0.11805627799218964
ENSG00000198873	GRK5	383	0.000273097347542	0.0008634064801093919
ENSG00000104320	NBN	384	0.000271752130823	0.011184800540675813
ENSG00000143575	HAX1	385	0.000271361680989	0.0021982033647770945
ENSG00000183431	SF3A3	386	0.000270849095745	0.0763841648523925
ENSG00000131023	LATS1	387	0.000270657921913	0.0168926382424439
ENSG00000126581	BECN1	388	0.00027058562456100003	0.0043072858500140705
ENSG00000131747	TOP2A	389	0.00027052533713099996	0.2351981799018467
ENSG00000118058	KMT2A	390	0.00026985794405599996	0.006868903614705543
ENSG00000055208	TAB2	391	0.000269654190704	0.03922082336385309
ENSG00000011304	PTBP1	392	0.00026950118768299995	0.0282844502154293
ENSG00000112658	SRF	393	0.000269308368797	0.01741001495630016
ENSG00000111424	VDR	394	0.000268808640028	0.0006695373384481435
ENSG00000100503	NIN	395	0.00026863938853500006	0.039028779490573186
ENSG00000122952	ZWINT	396	0.000268178090996	0.0004972606200123166
ENSG00000140416	TPM1	397	0.000268083987414	0.0006684556959157022
ENSG00000076003	MCM6	398	0.000267938133449	0.031500443949879234
ENSG00000144021	CIAO1	399	0.000267524967253	0.00026723733660970574
ENSG00000239306	RBM14	400	0.000267043639696	0.0007621920818467464
ENSG00000079785	DDX1	401	0.00026698392454	0.005475974818289804
ENSG00000134954	ETS1	402	0.000266871366277	0.008105477564013952
ENSG00000103479	RBL2	403	0.000266301315353	0.0047246407814785915
