Gene_ID	Gene_Name	Rank	NetRank_Score
ENSG00000112697	TMEM30A	152	0.00028061225000514605
ENSG00000136146	MED4	153	0.00027937418455185696
ENSG00000204843	DCTN1	154	0.00027889349172808626
ENSG00000106399	RPA3	155	0.00027883039820667264
ENSG00000100345	MYH9	156	0.0002757074601559387
ENSG00000114353	GNAI2	157	0.0002751913951507716
ENSG00000137575	SDCBP	158	0.0002736173989794009
ENSG00000163785	RYK	159	0.00027355710808634685
ENSG00000113194	FAF2	160	0.0002729548374849733
ENSG00000167110	GOLGA2	161	0.0002728656195096842
ENSG00000111679	PTPN6	162	0.00027252908897152956
ENSG00000198121	LPAR1	163	0.0002722500939310525
ENSG00000170345	FOS	164	0.00027188986832559663
ENSG00000072201	LNX1	165	0.0002714315505787134
ENSG00000111711	GOLT1B	166	0.0002713028665554211
ENSG00000108840	HDAC5	167	0.0002709784437722763
ENSG00000105202	FBL	168	0.00027092681644753366
ENSG00000185359	HGS	169	0.00027063200139148137
ENSG00000125991	ERGIC3	170	0.00026974420384459397
ENSG00000197386	HTT	171	0.00026961591481440713
ENSG00000196419	XRCC6	172	0.00026913442324179467
ENSG00000141367	CLTC	173	0.0002691196369593567
ENSG00000101558	VAPA	174	0.0002683632705484743
ENSG00000124181	PLCG1	175	0.000268062425396544
ENSG00000067560	RHOA	176	0.0002677799695618056
ENSG00000124762	CDKN1A	177	0.0002671411595988757
ENSG00000161011	SQSTM1	178	0.00026699990391936603
ENSG00000172270	BSG	179	0.0002663424221119508
ENSG00000166266	CUL5	180	0.00026596944896379996
ENSG00000127022	CANX	181	0.0002653349310290018
ENSG00000188021	UBQLN2	182	0.00026517686526813324
ENSG00000110395	CBL	183	0.0002646795477830618
ENSG00000157212	PAXIP1	184	0.0002639662237540509
ENSG00000177674	AGTRAP	185	0.00026267165980288645
ENSG00000156052	GNAQ	186	0.00026191353330404726
ENSG00000160691	SHC1	187	0.00026126658990961683
ENSG00000113575	PPP2CA	188	0.00026050223023576434
ENSG00000128513	POT1	189	0.0002586520956532119
ENSG00000264343	NOTCH2NL	190	0.00025828817737867714
ENSG00000106089	STX1A	191	0.00025729905044416724
ENSG00000172977	KAT5	192	0.0002557113694432926
ENSG00000198742	SMURF1	193	0.000255670007537975
ENSG00000148400	NOTCH1	194	0.00025555372456008706
ENSG00000078674	PCM1	195	0.0002544251738554514
ENSG00000204463	BAG6	196	0.0002520565975825073
ENSG00000156508	EEF1A1	197	0.0002512469655764779
ENSG00000152894	PTPRK	198	0.00025082765074278606
ENSG00000089280	FUS	199	0.00025081678184159305
ENSG00000132535	DLG4	200	0.0002505464467164649
ENSG00000278588	HIST1H2BI	201	0.00025047259421886087
ENSG00000277224	HIST1H2BF	202	0.00025047259421886087
ENSG00000180596	HIST1H2BC	203	0.00025047259421886087
ENSG00000274290	HIST1H2BE	204	0.0002504725942188608
ENSG00000273802	HIST1H2BG	205	0.0002504725942188608
ENSG00000106799	TGFBR1	206	0.0002502119270425864
ENSG00000147403	RPL10	207	0.0002499074047518476
ENSG00000160789	LMNA	208	0.00024913169813232336
ENSG00000150093	ITGB1	209	0.00024760813314968704
ENSG00000107643	MAPK8	210	0.00024708974326533744
ENSG00000104964	AES	211	0.00024683536545745796
ENSG00000111704	NANOG	212	0.00024595837941854807
ENSG00000178691	SUZ12	213	0.000245309194261174
ENSG00000070770	CSNK2A2	214	0.0002452828035567285
ENSG00000171862	PTEN	215	0.0002452811182455419
ENSG00000087586	AURKA	216	0.00024525665275206546
ENSG00000105974	CAV1	217	0.0002450113311669631
ENSG00000102125	TAZ	218	0.00024491163342908127
ENSG00000161203	AP2M1	219	0.000243750498268855
ENSG00000144381	HSPD1	220	0.0002436782043981554
ENSG00000135316	SYNCRIP	221	0.00024346445154468805
ENSG00000096717	SIRT1	222	0.00024304367033352976
ENSG00000161609	CCDC155	223	0.00024290322442985422
ENSG00000143632	ACTA1	224	0.00024198917716525145
ENSG00000135018	UBQLN1	225	0.0002416928085292908
ENSG00000046651	OFD1	226	0.00024041866143603027
ENSG00000103266	STUB1	227	0.0002402241342112715
ENSG00000168090	COPS6	228	0.00024019322407677171
ENSG00000127445	PIN1	229	0.00023841698513215728
ENSG00000100567	PSMA3	230	0.00023801763249646398
ENSG00000188313	PLSCR1	231	0.00023796408853204935
ENSG00000164305	CASP3	232	0.00023743834352139343
ENSG00000109320	NFKB1	233	0.0002373379727881324
ENSG00000188612	SUMO2	234	0.0002370272124111802
ENSG00000124164	VAPB	235	0.0002369547127878079
ENSG00000118137	APOA1	236	0.00023689245260558509
ENSG00000165025	SYK	237	0.00023666914142248853
ENSG00000213639	PPP1CB	238	0.00023655814479095876
ENSG00000134243	SORT1	239	0.00023584151116825094
ENSG00000120693	SMAD9	240	0.00023443459085629038
ENSG00000109332	UBE2D3	241	0.0002336704286553851
ENSG00000169375	SIN3A	242	0.0002333379338440496
ENSG00000135341	MAP3K7	243	0.00023310816311743136
ENSG00000181222	POLR2A	244	0.0002325107736134534
ENSG00000128731	HERC2	245	0.0002324719838450397
ENSG00000100629	CEP128	246	0.00023208623856719248
ENSG00000168214	RBPJ	247	0.00023163299883057975
ENSG00000170312	CDK1	248	0.00023123486698501636
ENSG00000069956	MAPK6	249	0.00022998826915917022
ENSG00000108424	KPNB1	250	0.0002299318239017112
ENSG00000064012	CASP8	251	0.00022976474135839346
ENSG00000176903	PNMA1	252	0.00022958986244470472
ENSG00000166851	PLK1	253	0.00022949817830763934
ENSG00000159692	CTBP1	254	0.00022874671176444355
ENSG00000127955	GNAI1	255	0.00022869595339077207
ENSG00000157168	NRG1	256	0.00022849693483630438
ENSG00000232810	TNF	257	0.00022835385117814296
ENSG00000157110	RBPMS	258	0.00022823359253176733
ENSG00000101945	SUV39H1	259	0.0002280705142890086
ENSG00000160207	HSF2BP	260	0.00022797769692171123
ENSG00000167986	DDB1	261	0.00022792279698436617
ENSG00000074319	TSG101	262	0.00022744822839149747
ENSG00000170606	HSPA4	263	0.00022740736019312945
ENSG00000132155	RAF1	264	0.00022709801047183617
ENSG00000111640	GAPDH	265	0.0002267836517554573
ENSG00000170315	UBB	266	0.0002250611786787109
ENSG00000094631	HDAC6	267	0.0002249796082488353
ENSG00000140988	RPS2	268	0.00022447336834209239
ENSG00000188486	H2AFX	269	0.0002233262940439585
ENSG00000129084	PSMA1	270	0.00022297202931217518
ENSG00000138376	BARD1	271	0.00022194656268341561
ENSG00000169313	P2RY12	272	0.0002216450312406531
ENSG00000063244	U2AF2	273	0.0002213462820068956
ENSG00000163932	PRKCD	274	0.00022131681625655803
ENSG00000026025	VIM	275	0.00022113489538399863
ENSG00000196230	TUBB	276	0.00022099114570402263
ENSG00000106511	MEOX2	277	0.00022042395245319582
ENSG00000062725	APPBP2	278	0.0002201073166154774
ENSG00000087077	TRIP6	279	0.00022000770337996634
ENSG00000076242	MLH1	280	0.0002197450307130118
ENSG00000112592	TBP	281	0.0002192583418102414
ENSG00000166920	C15orf48	282	0.00021864323022453158
ENSG00000140464	PML	283	0.00021864010549455448
ENSG00000166848	TERF2IP	284	0.00021777085755964786
ENSG00000165119	HNRNPK	285	0.00021761954319906706
ENSG00000086758	HUWE1	286	0.00021746618679403888
ENSG00000158485	CD1B	287	0.00021707212260411513
ENSG00000147010	SH3KBP1	288	0.0002165531972085624
ENSG00000168958	MFF	289	0.0002164864800611008
ENSG00000185900	POMK	290	0.00021629878675999132
ENSG00000164754	RAD21	291	0.00021560629110475008
ENSG00000050628	PTGER3	292	0.00021467299588898964
ENSG00000170027	YWHAG	293	0.00021460687579072659
ENSG00000077782	FGFR1	294	0.000214252921930637
ENSG00000120948	TARDBP	295	0.00021388421811480634
ENSG00000070756	PABPC1	296	0.00021378070510592442
ENSG00000135473	PAN2	297	0.00021351987772440928
ENSG00000122194	PLG	298	0.00021287568524941386
ENSG00000134982	APC	299	0.00021257229967040731
ENSG00000092820	EZR	300	0.00021191906959885896
ENSG00000155229	MMS19	301	0.00021133267815858677
ENSG00000069849	ATP1B3	302	0.00021123604108685184
ENSG00000114107	CEP70	303	0.00021066096283068597
ENSG00000109062	SLC9A3R1	304	0.00020974870961823754
ENSG00000113558	SKP1	305	0.00020886498670621146
ENSG00000065135	GNAI3	306	0.000208662859651982
ENSG00000114166	KAT2B	307	0.0002086602255546088
ENSG00000205937	RNPS1	308	0.00020828699966013778
ENSG00000171720	HDAC3	309	0.00020824522956253217
ENSG00000140575	IQGAP1	310	0.0002082283673263361
ENSG00000106462	EZH2	311	0.00020821201145660765
ENSG00000159363	ATP13A2	312	0.00020809786222587495
ENSG00000136807	CDK9	313	0.00020805995675713787
ENSG00000253729	PRKDC	314	0.0002077473859188849
ENSG00000204237	OXLD1	315	0.00020714841437060696
ENSG00000261609	GAN	316	0.0002069876496455693
ENSG00000118260	CREB1	317	0.00020672420257539424
ENSG00000213066	FGFR1OP	318	0.0002065013584978593
ENSG00000104695	PPP2CB	319	0.00020605907488574558
ENSG00000116574	RHOU	320	0.00020604553498268152
ENSG00000186575	NF2	321	0.0002059840635876152
ENSG00000129351	ILF3	322	0.00020494487222506825
ENSG00000079246	XRCC5	323	0.00020402143698904944
ENSG00000077522	ACTN2	324	0.00020374621134517276
ENSG00000175899	A2M	325	0.0002032961016059414
ENSG00000070808	CAMK2A	326	0.0002030975292190341
ENSG00000185591	SP1	327	0.00020277063986252008
ENSG00000165527	ARF6	328	0.00020231354703565443
ENSG00000011600	TYROBP	329	0.00020128532297751463
ENSG00000137076	TLN1	330	0.000201104887544317
ENSG00000120885	CLU	331	0.00020057817600157681
ENSG00000111077	TNS2	332	0.0002003591943679956
ENSG00000116030	SUMO1	333	0.00020031816095493116
ENSG00000105329	TGFB1	334	0.00019970015468325552
ENSG00000120738	EGR1	335	0.00019940343209433946
ENSG00000132170	PPARG	336	0.00019933258631385669
ENSG00000087258	GNAO1	337	0.00019903033187744666
ENSG00000128245	YWHAH	338	0.0001987293216144744
ENSG00000149311	ATM	339	0.00019844623397471795
ENSG00000168785	TSPAN5	340	0.00019813662262582182
ENSG00000196470	SIAH1	341	0.0001981237090065063
ENSG00000143799	PARP1	342	0.00019801586626425603
ENSG00000071564	TCF3	343	0.0001980107612284998
ENSG00000205571	SMN2	344	0.00019799445917728563
ENSG00000172062	SMN1	345	0.0001979944591772856
ENSG00000204525	HLA-C	346	0.00019791040091385868
ENSG00000172354	GNB2	347	0.00019770389376436926
ENSG00000175602	CCDC85B	348	0.00019744480495969557
ENSG00000124214	STAU1	349	0.00019679326740184292
ENSG00000197561	ELANE	350	0.0001959797954637137
ENSG00000183207	RUVBL2	351	0.00019582079025620453
ENSG00000100297	MCM5	352	0.00019575048618447713
ENSG00000068024	HDAC4	353	0.00019567660561938517
ENSG00000135446	CDK4	354	0.00019533878992937132
ENSG00000213619	NDUFS3	355	0.00019502921589669014
ENSG00000115232	ITGA4	356	0.0001949688736073321
ENSG00000075711	DLG1	357	0.0001947539884434211
ENSG00000132305	IMMT	358	0.00019457537211611768
ENSG00000186153	WWOX	359	0.00019411481340644285
ENSG00000159023	EPB41	360	0.0001937351406346581
ENSG00000113580	NR3C1	361	0.0001929200364234139
ENSG00000121903	ZSCAN20	362	0.00019290543670183943
ENSG00000073282	TP63	363	0.00019254256538118808
ENSG00000131323	TRAF3	364	0.00019252633883775616
ENSG00000075785	RAB7A	365	0.00019245347745141004
ENSG00000143621	ILF2	366	0.00019234528397484504
ENSG00000101096	NFATC2	367	0.00019196514462323103
ENSG00000115415	STAT1	368	0.00019126709442510989
ENSG00000104365	IKBKB	369	0.0001909365541861558
ENSG00000171444	MCC	370	0.00019080226123025068
ENSG00000188846	RPL14	371	0.00019042256570935074
ENSG00000169398	PTK2	372	0.00019037290094456734
ENSG00000127616	SMARCA4	373	0.00019016714502851484
ENSG00000162434	JAK1	374	0.000189919253628473
ENSG00000113916	BCL6	375	0.00018982733329156305
ENSG00000071051	NCK2	376	0.00018932626513393084
ENSG00000100644	HIF1A	377	0.00018909109350664487
ENSG00000182481	KPNA2	378	0.00018902923068866994
ENSG00000131196	NFATC1	379	0.00018880559301607776
ENSG00000162692	VCAM1	380	0.00018875650186391514
ENSG00000109670	FBXW7	381	0.00018860825077950897
ENSG00000139219	COL2A1	382	0.0001882079036357027
ENSG00000171791	BCL2	383	0.00018817527616879886
ENSG00000115053	NCL	384	0.000187966394664548
ENSG00000087191	PSMC5	385	0.0001878509565129477
ENSG00000104067	TJP1	386	0.00018759220878906721
ENSG00000114127	XRN1	387	0.00018687193695746582
ENSG00000156795	WDYHV1	388	0.0001866782808317465
ENSG00000144566	RAB5A	389	0.0001864416712220204
ENSG00000168066	SF1	390	0.00018615744348908432
ENSG00000039068	CDH1	391	0.00018601447043944732
ENSG00000104823	ECH1	392	0.00018597992294427172
ENSG00000198793	MTOR	393	0.00018567843708211198
ENSG00000105401	CDC37	394	0.00018561150125934276
ENSG00000163104	SMARCAD1	395	0.00018558909289495556
ENSG00000167552	TUBA1A	396	0.00018547968232414464
ENSG00000162946	DISC1	397	0.0001852372460140034
ENSG00000079950	STX7	398	0.00018516721050392288
ENSG00000144867	SRPRB	399	0.00018492584181350918
ENSG00000172530	BANP	400	0.00018468434373952343
ENSG00000162736	NCSTN	401	0.00018455531461493158
ENSG00000101361	NOP56	402	0.0001841387545978868
ENSG00000115541	HSPE1	403	0.0001841010634169372
ENSG00000141543	EIF4A3	404	0.00018408311462657104
ENSG00000047579	DTNBP1	405	0.00018386149897366762
ENSG00000072110	ACTN1	406	0.0001838431576255523
ENSG00000143379	SETDB1	407	0.00018376834076700105
ENSG00000185559	DLK1	408	0.0001836352753860242
ENSG00000198909	MAP3K3	409	0.00018360557424881805
ENSG00000100985	MMP9	410	0.0001832982245385775
ENSG00000107816	LZTS2	411	0.00018316327373765737
ENSG00000155438	NIFK	412	0.00018309206997031352
ENSG00000175166	PSMD2	413	0.0001828861768506325
ENSG00000108094	CUL2	414	0.000182882435726862
ENSG00000213923	CSNK1E	415	0.0001828819982943978
ENSG00000132938	MTUS2	416	0.00018220097776909815
ENSG00000177889	UBE2N	417	0.00018171792341862563
ENSG00000108774	RAB5C	418	0.00018139097029365472
ENSG00000096968	JAK2	419	0.00018136591892251266
ENSG00000114062	UBE3A	420	0.00018131562312126434
ENSG00000108854	SMURF2	421	0.00018079863268593524
ENSG00000198890	PRMT6	422	0.00018054313199955074
ENSG00000101367	MAPRE1	423	0.00018053800941562954
ENSG00000166333	ILK	424	0.00018046734063938328
ENSG00000050405	LIMA1	425	0.00018045567719937854
ENSG00000163931	TKT	426	0.00018015574539041417
ENSG00000166501	PRKCB	427	0.00018007081424390673
ENSG00000034713	GABARAPL2	428	0.00018000996887384562
ENSG00000196396	PTPN1	429	0.00017996838353870882
ENSG00000101004	NINL	430	0.00017989726192684657
ENSG00000142937	RPS8	431	0.00017963204588543067
ENSG00000174775	HRAS	432	0.0001782721825174377
ENSG00000111725	PRKAB1	433	0.00017822630599384015
ENSG00000116039	ATP6V1B1	434	0.00017817260421899048
ENSG00000157613	CREB3L1	435	0.00017811309816444113
ENSG00000141027	NCOR1	436	0.00017773487072196643
ENSG00000158290	CUL4B	437	0.00017770068283917378
ENSG00000065361	ERBB3	438	0.0001776703637442111
ENSG00000035403	VCL	439	0.00017754882738466396
ENSG00000204371	EHMT2	440	0.00017749717741591785
ENSG00000213585	VDAC1	441	0.0001769487654002663
ENSG00000078900	TP73	442	0.0001765695789792828
ENSG00000158813	EDA	443	0.00017639591321427298
ENSG00000163513	TGFBR2	444	0.00017621781614945956
ENSG00000056558	TRAF1	445	0.00017612655562950375
ENSG00000163517	HDAC11	446	0.00017594454752252632
ENSG00000166508	MCM7	447	0.00017593793468875503
ENSG00000112282	MED23	448	0.00017586005714210232
ENSG00000162521	RBBP4	449	0.0001758445850600342
ENSG00000115641	FHL2	450	0.0001757992877889048
ENSG00000080815	PSEN1	451	0.0001753789889383812
ENSG00000154582	TCEB1	452	0.00017530147057896178
ENSG00000196781	TLE1	453	0.00017524239836227935
ENSG00000079805	DNM2	454	0.00017516092212168933
ENSG00000090273	NUDC	455	0.00017515570300835048
ENSG00000126561	STAT5A	456	0.0001750508123724156
ENSG00000166226	CCT2	457	0.00017490986548307123
ENSG00000175792	RUVBL1	458	0.0001747036632802553
ENSG00000101412	E2F1	459	0.00017425035354524327
ENSG00000113889	KNG1	460	0.00017423394594924928
ENSG00000183735	TBK1	461	0.00017421679310895534
ENSG00000174405	LIG4	462	0.00017411977612139044
ENSG00000105392	CRX	463	0.00017392312314482705
ENSG00000115966	ATF2	464	0.00017373854640524039
ENSG00000242372	EIF6	465	0.00017364170949975226
ENSG00000113721	PDGFRB	466	0.00017358178854899218
ENSG00000213341	CHUK	467	0.00017351972154291446
ENSG00000138823	MTTP	468	0.0001734652489097775
ENSG00000125952	MAX	469	0.0001731563655801808
ENSG00000078747	ITCH	470	0.00017305777115816557
ENSG00000131462	TUBG1	471	0.00017301587602708168
ENSG00000196363	WDR5	472	0.00017297696787056834
ENSG00000132341	RAN	473	0.00017290468686867658
ENSG00000113595	TRIM23	474	0.00017249355438367787
ENSG00000143418	CERS2	475	0.00017227278511825164
ENSG00000203737	GPR52	476	0.0001720471298705316
ENSG00000007129	CEACAM21	477	0.00017196231427357692
ENSG00000134057	CCNB1	478	0.00017159963080670435
ENSG00000067182	TNFRSF1A	479	0.00017140185412229287
ENSG00000065054	SLC9A3R2	480	0.0001712290980482736
ENSG00000099250	NRP1	481	0.00017121671188941877
ENSG00000115085	ZAP70	482	0.00017120148525669954
ENSG00000137337	MDC1	483	0.0001711052859188893
ENSG00000151849	CENPJ	484	0.00017085849308470853
ENSG00000143575	HAX1	485	0.0001708057998566201
ENSG00000100462	PRMT5	486	0.00017072683075305414
ENSG00000129559	NEDD8	487	0.00017068969033672666
ENSG00000163611	SPICE1	488	0.00017066066037185103
ENSG00000065970	FOXJ2	489	0.00017039713247353946
ENSG00000050748	MAPK9	490	0.000170387152338482
ENSG00000198873	GRK5	491	0.00017030069738857443
ENSG00000143761	ARF1	492	0.000170187671163832
ENSG00000051180	RAD51	493	0.00017013641199816362
ENSG00000101966	XIAP	494	0.00016989517343936317
ENSG00000162298	SYVN1	495	0.0001697761452523624
ENSG00000197879	MYO1C	496	0.00016955710803170546
ENSG00000113013	HSPA9	497	0.00016945772893561188
ENSG00000135829	DHX9	498	0.0001694292070029355
ENSG00000119408	NEK6	499	0.00016930992387831912
ENSG00000174799	CEP135	500	0.00016923364368864625
ENSG00000099783	HNRNPM	501	0.00016922427888689065
ENSG00000131759	RARA	502	0.0001691902758596741
ENSG00000073578	SDHA	503	0.00016914208297468862
ENSG00000170296	GABARAP	504	0.0001690235313667156
ENSG00000100211	CBY1	505	0.0001687492624475298
ENSG00000100906	NFKBIA	506	0.00016870138044956868
ENSG00000102054	RBBP7	507	0.000168681247893798
ENSG00000137312	FLOT1	508	0.00016852303914716176
ENSG00000089009	RPL6	509	0.00016837295770883367
ENSG00000101624	CEP76	510	0.00016834659524865597
ENSG00000179222	MAGED1	511	0.00016821701940920844
ENSG00000196535	MYO18A	512	0.00016818714745931498
ENSG00000087245	MMP2	513	0.0001675139186337544
ENSG00000127337	YEATS4	514	0.00016736274947440634
ENSG00000008128	CDK11A	515	0.00016710796949764037
ENSG00000067715	SYT1	516	0.00016699361587390346
ENSG00000167642	SPINT2	517	0.00016694094847219675
ENSG00000172534	HCFC1	518	0.00016671127688111124
ENSG00000131467	PSME3	519	0.00016611683274244592
ENSG00000115310	RTN4	520	0.00016600257977381053
ENSG00000136986	DERL1	521	0.00016599703666704378
ENSG00000170142	UBE2E1	522	0.00016575098926299123
ENSG00000115806	GORASP2	523	0.00016571432674062668
